INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
OPTSTK,BPCL,29-Oct-2015,1000,PE,0,0,0,80.9,167.05,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,29-Oct-2015,1020,PE,0,0,0,93.45,182.15,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,29-Oct-2015,1040,PE,0,0,0,106.8,197.7,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,29-Oct-2015,1060,PE,0,0,0,121,213.65,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,29-Oct-2015,1080,PE,0,0,0,135.95,230,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,29-Oct-2015,1100,PE,0,0,0,151.5,246.75,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,29-Oct-2015,1120,PE,0,0,0,167.65,263.8,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,29-Oct-2015,1140,PE,0,0,0,184.35,281.15,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,29-Oct-2015,1160,PE,0,0,0,201.45,298.75,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,580,CE,0,0,0,319.05,299.7,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,600,CE,0,0,0,301.65,282.4,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,620,CE,0,0,0,284.7,265.55,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,640,CE,0,0,0,268.25,249.2,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,660,CE,0,0,0,252.25,233.4,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,680,CE,0,0,0,236.85,218.15,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,700,CE,0,0,0,222,203.55,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,720,CE,0,0,0,207.7,189.5,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,740,CE,0,0,0,194,176.15,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,760,CE,0,0,0,180.9,163.4,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,780,CE,0,0,0,168.45,151.3,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,800,CE,0,0,0,156.6,139.9,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,820,CE,0,0,0,145.4,129.15,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,840,CE,0,0,0,134.85,119,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,860,CE,0,0,0,124.85,109.5,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,880,CE,0,0,0,115.45,100.65,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,900,CE,0,0,0,106.6,92.35,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,920,CE,0,0,0,98.35,84.65,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,940,CE,0,0,0,90.65,77.45,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,960,CE,0,0,0,83.45,70.8,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,980,CE,0,0,0,76.7,64.65,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,1000,CE,0,0,0,70.45,58.95,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,1020,CE,0,0,0,64.7,53.7,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,1040,CE,0,0,0,59.3,48.95,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,1060,CE,0,0,0,54.4,44.5,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,1080,CE,0,0,0,49.8,40.45,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,1100,CE,0,0,0,45.55,36.75,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,1120,CE,0,0,0,41.65,33.3,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,1140,CE,0,0,0,38.1,30.2,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,1160,CE,0,0,0,34.75,27.35,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,580,PE,0,0,0,7.65,7.7,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,600,PE,0,0,0,9.9,10,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,620,PE,0,0,0,12.55,12.75,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,640,PE,0,0,0,15.7,16.05,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,660,PE,0,0,0,19.35,19.85,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,680,PE,0,0,0,23.55,24.25,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,700,PE,0,0,0,28.3,29.25,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,720,PE,0,0,0,33.65,34.85,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,740,PE,0,0,0,39.55,41.1,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,760,PE,0,0,0,46.1,47.95,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,780,PE,0,0,0,53.2,55.5,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,800,PE,0,0,0,61,63.7,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,820,PE,0,0,0,69.4,72.55,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,840,PE,0,0,0,78.45,82.05,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,860,PE,0,0,0,88.1,92.15,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,880,PE,0,0,0,98.3,102.9,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,900,PE,0,0,0,109.1,114.25,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,920,PE,0,0,0,120.45,126.15,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,940,PE,0,0,0,132.35,138.6,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,960,PE,0,0,0,144.75,151.55,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,980,PE,0,0,0,157.65,165,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,1000,PE,0,0,0,171,178.95,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,1020,PE,0,0,0,184.85,193.3,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,1040,PE,0,0,0,199.1,208.15,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,1060,PE,0,0,0,213.75,223.35,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,1080,PE,0,0,0,228.8,238.9,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,1100,PE,0,0,0,244.2,254.8,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,1120,PE,0,0,0,259.9,271,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,1140,PE,0,0,0,275.9,287.5,0,0,0,0,28-AUG-2015,
OPTSTK,BPCL,26-Nov-2015,1160,PE,0,0,0,292.2,304.3,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2000,CE,0,0,0,752.65,985.05,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2050,CE,0,0,0,709,935.35,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2100,CE,0,0,0,666.4,885.7,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2150,CE,0,0,0,624.9,836.05,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2200,CE,0,0,0,584.7,786.5,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2250,CE,0,0,0,545.85,737.05,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2300,CE,0,0,0,508.4,687.8,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2350,CE,0,0,0,472.5,638.85,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2400,CE,0,0,0,438.05,590.35,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2450,CE,0,0,0,405.1,542.5,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2500,CE,0,0,0,373.95,495.5,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2550,CE,0,0,0,344.4,449.55,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2600,CE,0,0,0,316.5,405.05,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2650,CE,0,0,0,290.25,362.2,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2700,CE,0,0,0,265.65,321.35,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2750,CE,0,0,0,242.6,282.7,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2800,CE,0,0,0,221.15,246.55,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2850,CE,0,0,0,201.15,213.15,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2900,CE,0,0,0,123.2,182.65,0,0,125,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2950,CE,0,0,0,140.45,155.05,0,0,250,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3000,CE,118.55,151,95,108.9,108.9,93,362.87,7000,5625,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3050,CE,120,120,110.1,112,112,4,15.81,1625,125,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3100,CE,81,99,59.05,69.3,69.3,55,218.85,4875,3250,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3150,CE,67,67,50,50,50,3,12.03,1250,250,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3200,CE,53,61,36.15,41.15,41.15,29,117.8,1875,1625,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3250,CE,0,0,0,26.5,47.75,0,0,375,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3300,CE,28,33.95,25.5,25.5,25.5,11,45.77,2000,500,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3350,CE,0,0,0,125,29.95,0,0,250,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3400,CE,0,0,0,12,23.45,0,0,2250,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3450,CE,0,0,0,56.75,18.15,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3500,CE,0,0,0,14.65,13.95,0,0,625,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3550,CE,6,7,4,5,5,5,22.22,3625,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3600,CE,0,0,0,40.05,8.05,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3650,CE,0,0,0,35.55,6.05,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3700,CE,0,0,0,31.55,4.5,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3750,CE,0,0,0,30,3.35,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3800,CE,0,0,0,14.7,2.45,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3850,CE,0,0,0,7.45,1.8,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3900,CE,0,0,0,2.4,1.3,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2000,PE,0,0,0,19.05,0.05,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2050,PE,0,0,0,24.4,0.05,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2100,PE,0,0,0,30.8,0.1,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2150,PE,0,0,0,38.35,0.15,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2200,PE,0,0,0,47.15,0.35,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2250,PE,0,0,0,57.25,0.6,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2300,PE,0,0,0,68.8,1.1,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2350,PE,0,0,0,81.9,1.85,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2400,PE,0,0,0,96.45,3.1,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2450,PE,0,0,0,112.55,4.95,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2500,PE,0,0,0,130.35,7.65,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2550,PE,0,0,0,149.8,11.45,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2600,PE,0,0,0,170.95,16.65,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2650,PE,0,0,0,193.7,23.5,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2700,PE,17,21,12.6,21,21,5,16.98,875,250,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2750,PE,0,0,0,244,43.5,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2800,PE,30,45,20,45,45,23,81.25,4500,1750,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2850,PE,0,0,0,300.6,73.4,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2900,PE,70,80,40,69,69,8,29.67,1750,500,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,2950,PE,95,102,95,102,102,6,22.88,625,625,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3000,PE,107,121.9,83,111,111,17,66.02,2000,1250,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3050,PE,0,0,0,430.7,167.7,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3100,PE,0,0,0,170,198.45,0,0,125,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3150,PE,0,0,0,503.35,231.85,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3200,PE,0,0,0,541.3,267.65,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3250,PE,0,0,0,580.2,305.7,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3300,PE,0,0,0,100.95,345.65,0,0,125,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3350,PE,0,0,0,660.55,387.35,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3400,PE,0,0,0,702,430.55,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3450,PE,0,0,0,744.15,475,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3500,PE,0,0,0,787,520.5,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3550,PE,0,0,0,830.45,566.9,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3600,PE,0,0,0,874.45,614.05,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3650,PE,0,0,0,919,661.75,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3700,PE,0,0,0,964,709.95,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3750,PE,0,0,0,963.3,758.5,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3800,PE,0,0,0,963.05,807.3,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3850,PE,0,0,0,956.7,856.35,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,24-Sep-2015,3900,PE,0,0,0,967.3,905.6,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2050,CE,0,0,0,1056.1,952.7,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2100,CE,0,0,0,1007.3,904.3,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2150,CE,0,0,0,958.6,856.25,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2200,CE,0,0,0,910.15,808.65,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2250,CE,0,0,0,861.9,761.65,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2300,CE,0,0,0,814,715.35,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2350,CE,0,0,0,766.5,669.85,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2400,CE,0,0,0,719.6,625.35,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2450,CE,0,0,0,673.35,581.95,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2500,CE,0,0,0,627.95,539.8,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2550,CE,0,0,0,583.5,499.05,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2600,CE,0,0,0,540.2,459.75,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2650,CE,0,0,0,498.2,422.25,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2700,CE,0,0,0,457.65,386.3,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2750,CE,0,0,0,418.7,352.05,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2800,CE,0,0,0,381.6,319.85,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2850,CE,0,0,0,346.2,289.6,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2900,CE,0,0,0,312.65,261.25,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2950,CE,0,0,0,281.25,234.9,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3000,CE,0,0,0,251.95,210.4,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3050,CE,0,0,0,224.7,187.9,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3100,CE,0,0,0,199.55,167.2,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3150,CE,0,0,0,176.45,148.25,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3200,CE,0,0,0,155.35,131.05,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3250,CE,0,0,0,136.25,115.5,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3300,CE,0,0,0,118.95,101.45,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3350,CE,0,0,0,103.45,89,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3400,CE,0,0,0,89.6,77.75,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3450,CE,0,0,0,77.5,67.6,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3500,CE,0,0,0,66.65,58.7,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3550,CE,0,0,0,57,50.85,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3600,CE,0,0,0,48.65,43.9,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3650,CE,0,0,0,41.35,37.8,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3700,CE,0,0,0,35.05,32.45,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3750,CE,0,0,0,29.6,27.8,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3800,CE,0,0,0,24.9,23.8,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3850,CE,0,0,0,20.85,20.25,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3900,CE,0,0,0,17.45,17.25,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2050,PE,0,0,0,0.35,1.9,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2100,PE,0,0,0,0.6,2.8,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2150,PE,0,0,0,0.95,4.1,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2200,PE,0,0,0,1.45,5.9,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2250,PE,0,0,0,2.25,8.2,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2300,PE,0,0,0,3.4,11.25,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2350,PE,0,0,0,4.95,15.1,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2400,PE,0,0,0,7.05,19.95,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2450,PE,0,0,0,9.85,25.85,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2500,PE,0,0,0,13.45,33.05,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2550,PE,0,0,0,18.05,41.65,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2600,PE,0,0,0,23.75,51.7,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2650,PE,0,0,0,30.8,63.5,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2700,PE,0,0,0,39.25,76.9,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2750,PE,0,0,0,49.35,92.05,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2800,PE,0,0,0,61.25,109.15,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2850,PE,0,0,0,74.9,128.25,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2900,PE,0,0,0,90.35,149.25,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,2950,PE,0,0,0,108,172.2,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3000,PE,0,0,0,127.7,197.1,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3050,PE,0,0,0,149.5,223.9,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3100,PE,0,0,0,173.35,252.55,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3150,PE,0,0,0,199.3,282.95,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3200,PE,0,0,0,227.25,315.1,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3250,PE,0,0,0,257.1,348.85,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3300,PE,0,0,0,288.9,384.15,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3350,PE,0,0,0,322.4,421.05,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3400,PE,0,0,0,357.6,459.15,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3450,PE,0,0,0,394.5,498.35,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3500,PE,0,0,0,432.7,538.8,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3550,PE,0,0,0,472.05,580.25,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3600,PE,0,0,0,512.7,622.65,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3650,PE,0,0,0,554.45,665.9,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3700,PE,0,0,0,597.15,709.9,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3750,PE,0,0,0,640.75,754.6,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3800,PE,0,0,0,685.05,799.9,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3850,PE,0,0,0,730.1,845.75,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,29-Oct-2015,3900,PE,0,0,0,775.7,892.05,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,26-Nov-2015,2050,CE,0,0,0,939.6,968.75,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,26-Nov-2015,2100,CE,0,0,0,893.15,921.8,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,26-Nov-2015,2150,CE,0,0,0,847.35,875.4,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,26-Nov-2015,2200,CE,0,0,0,802.3,829.7,0,0,0,0,28-AUG-2015,
OPTSTK,BRITANNIA,26-Nov-2015,2250,CE,0,0,0,758.1,784.7,0,0,0,0,28-AUG-2015,
